"Date (TU)","Valeur (en m³/s)","Statut","Qualification","Méthode","Continuité"
2023-09-08T00:00:00.000Z,"108","16",20,10,0
2023-09-09T00:00:00.000Z,"107","16",20,10,0
2023-09-10T00:00:00.000Z,"105","16",20,10,0
2023-09-11T00:00:00.000Z,"110","16",20,10,0
2023-09-12T00:00:00.000Z,"123","16",20,10,0
2023-09-13T00:00:00.000Z,"129","16",20,10,0
2023-09-14T00:00:00.000Z,"119","16",20,10,0
2023-09-15T00:00:00.000Z,"118","16",20,10,0
2023-09-16T00:00:00.000Z,"118","16",20,10,0
2023-09-17T00:00:00.000Z,"115","16",20,10,0
2023-09-18T00:00:00.000Z,"122","16",20,10,0
2023-09-19T00:00:00.000Z,"119","16",20,10,0
2023-09-20T00:00:00.000Z,"123","16",20,10,0
2023-09-21T00:00:00.000Z,"164","16",20,10,0
2023-09-22T00:00:00.000Z,"150","16",20,10,0
2023-09-23T00:00:00.000Z,"137","16",20,10,0
2023-09-24T00:00:00.000Z,"130","16",20,10,0
2023-09-25T00:00:00.000Z,"124","16",20,10,0
2023-09-26T00:00:00.000Z,"114","16",20,10,0
2023-09-27T00:00:00.000Z,"113","16",20,10,0
2023-09-28T00:00:00.000Z,"117","16",20,10,0
2023-09-29T00:00:00.000Z,"113","16",20,10,0
2023-09-30T00:00:00.000Z,"114","16",20,10,0
2023-10-01T00:00:00.000Z,"111","16",20,10,0
2023-10-02T00:00:00.000Z,"110","16",20,10,0
2023-10-03T00:00:00.000Z,"115","16",20,10,0
2023-10-04T00:00:00.000Z,"116","16",20,10,0
2023-10-05T00:00:00.000Z,"111","16",20,10,0
2023-10-06T00:00:00.000Z,"112","16",20,10,0
2023-10-07T00:00:00.000Z,"110","16",20,10,0
2023-10-08T00:00:00.000Z,"110","16",20,10,0
2023-10-09T00:00:00.000Z,"110","16",20,10,0
2023-10-10T00:00:00.000Z,"109","16",20,10,0
2023-10-11T00:00:00.000Z,"108","16",20,10,0
2023-10-12T00:00:00.000Z,"105","16",20,10,0
2023-10-13T00:00:00.000Z,"101","16",20,10,0
2023-10-14T00:00:00.000Z,"102","16",20,10,0
2023-10-15T00:00:00.000Z,"98.8","16",20,10,0
2023-10-16T00:00:00.000Z,"95.2","16",20,10,0
2023-10-17T00:00:00.000Z,"96.2","16",20,10,0
2023-10-18T00:00:00.000Z,"100","16",20,10,0
2023-10-19T00:00:00.000Z,"105","16",20,10,0
2023-10-20T00:00:00.000Z,"128","16",20,10,0
2023-10-21T00:00:00.000Z,"140","16",20,10,0
2023-10-22T00:00:00.000Z,"129","16",20,10,0
2023-10-23T00:00:00.000Z,"135","16",20,10,0
2023-10-24T00:00:00.000Z,"142","16",20,10,0
2023-10-25T00:00:00.000Z,"153","16",20,10,0
2023-10-26T00:00:00.000Z,"174","16",20,10,0
2023-10-27T00:00:00.000Z,"232","16",20,10,0
2023-10-28T00:00:00.000Z,"227","16",20,10,0
2023-10-29T00:00:00.000Z,"263","16",20,10,0
2023-10-30T00:00:00.000Z,"268","16",20,10,0
2023-10-31T00:00:00.000Z,"297","16",20,10,0
2023-11-01T00:00:00.000Z,"311","16",20,10,0
2023-11-02T00:00:00.000Z,"335","16",20,10,0
2023-11-03T00:00:00.000Z,"358","16",20,10,0
2023-11-04T00:00:00.000Z,"365","16",20,10,0
2023-11-05T00:00:00.000Z,"368","16",20,10,0
2023-11-06T00:00:00.000Z,"377","16",20,10,0
2023-11-07T00:00:00.000Z,"385","16",20,10,0
2023-11-08T00:00:00.000Z,"361","16",20,10,0
2023-11-09T00:00:00.000Z,"360","16",20,10,0
2023-11-10T00:00:00.000Z,"373","16",20,10,0
2023-11-11T00:00:00.000Z,"383","16",20,10,0
2023-11-12T00:00:00.000Z,"380","16",20,10,0
2023-11-13T00:00:00.000Z,"386","16",20,10,0
2023-11-14T00:00:00.000Z,"416","16",20,10,0
2023-11-15T00:00:00.000Z,"440","16",20,10,0
2023-11-16T00:00:00.000Z,"520","16",20,10,0
2023-11-17T00:00:00.000Z,"581","16",20,10,0
2023-11-18T00:00:00.000Z,"632","16",20,10,0
2023-11-19T00:00:00.000Z,"641","16",20,10,0
2023-11-20T00:00:00.000Z,"654","16",20,10,0
2023-11-21T00:00:00.000Z,"606","16",20,10,0
2023-11-22T00:00:00.000Z,"575","16",20,10,0
2023-11-23T00:00:00.000Z,"569","16",20,10,0
2023-11-24T00:00:00.000Z,"556","16",20,10,0
2023-11-25T00:00:00.000Z,"580","16",20,10,0
2023-11-26T00:00:00.000Z,"587","16",20,10,0
2023-11-27T00:00:00.000Z,"588","16",20,10,0
2023-11-28T00:00:00.000Z,"592","16",20,10,0
2023-11-29T00:00:00.000Z,"603","16",20,10,0
2023-11-30T00:00:00.000Z,"596","16",20,10,0
2023-12-01T00:00:00.000Z,"567","16",20,10,0
2023-12-02T00:00:00.000Z,"539","16",20,10,0
2023-12-03T00:00:00.000Z,"520","16",20,10,0
2023-12-04T00:00:00.000Z,"513","16",20,10,0
2023-12-05T00:00:00.000Z,"520","16",20,10,0
2023-12-06T00:00:00.000Z,"561","16",20,10,0
2023-12-07T00:00:00.000Z,"534","16",20,10,0
2023-12-08T00:00:00.000Z,"531","16",20,10,0
2023-12-09T00:00:00.000Z,"598","16",20,10,0
2023-12-10T00:00:00.000Z,"698","16",20,10,0
2023-12-11T00:00:00.000Z,"808","16",20,8,0
2023-12-12T00:00:00.000Z,"820","16",20,10,0
2023-12-13T00:00:00.000Z,"847","16",20,10,0
2023-12-14T00:00:00.000Z,"886","16",20,10,0
2023-12-15T00:00:00.000Z,"899","16",20,10,0
2023-12-16T00:00:00.000Z,"908","16",20,10,0
2023-12-17T00:00:00.000Z,"877","16",20,10,0
2023-12-18T00:00:00.000Z,"831","16",20,10,0
2023-12-19T00:00:00.000Z,"827","16",20,10,0
2023-12-20T00:00:00.000Z,"819","16",20,10,0
2023-12-21T00:00:00.000Z,"819","16",20,10,0
2023-12-22T00:00:00.000Z,"828","16",20,10,0
2023-12-23T00:00:00.000Z,"828","16",20,10,0
2023-12-24T00:00:00.000Z,"805","16",20,10,0
2023-12-25T00:00:00.000Z,"780","16",20,10,0
2023-12-26T00:00:00.000Z,"747","16",20,10,0
2023-12-27T00:00:00.000Z,"725","16",20,10,0
2023-12-28T00:00:00.000Z,"697","16",20,10,0
2023-12-29T00:00:00.000Z,"677","16",20,10,0
2023-12-30T00:00:00.000Z,"654","16",20,10,0
2023-12-31T00:00:00.000Z,"644","16",20,10,0
2024-01-01T00:00:00.000Z,"636","16",20,10,0
2024-01-02T00:00:00.000Z,"649","16",20,8,0
2024-01-03T00:00:00.000Z,"737","16",20,8,0
2024-01-04T00:00:00.000Z,"816","16",20,8,0
2024-01-05T00:00:00.000Z,"811","16",20,8,0
2024-01-06T00:00:00.000Z,"752","16",20,8,0
2024-01-07T00:00:00.000Z,"694","16",20,8,0
2024-01-08T00:00:00.000Z,"678","16",20,8,0
2024-01-09T00:00:00.000Z,"692","16",20,8,0
2024-01-10T00:00:00.000Z,"697","16",20,8,0
2024-01-11T00:00:00.000Z,"691","16",20,8,0
2024-01-12T00:00:00.000Z,"671","16",20,8,0
2024-01-13T00:00:00.000Z,"644","16",20,8,0
2024-01-14T00:00:00.000Z,"607","16",20,8,0
2024-01-15T00:00:00.000Z,"561","16",20,8,0
2024-01-16T00:00:00.000Z,"500","16",20,8,0
2024-01-17T00:00:00.000Z,"518","16",20,8,0
2024-01-18T00:00:00.000Z,"598","16",20,8,0
2024-01-19T00:00:00.000Z,"675","16",20,8,0
2024-01-20T00:00:00.000Z,"629","16",20,8,0
2024-01-21T00:00:00.000Z,"608","16",20,8,0
2024-01-22T00:00:00.000Z,"595","16",20,8,0
2024-01-23T00:00:00.000Z,"591","16",20,8,0
2024-01-24T00:00:00.000Z,"589","16",20,8,0
2024-01-25T00:00:00.000Z,"589","16",20,8,0
2024-01-26T00:00:00.000Z,"588","16",20,8,0
2024-01-27T00:00:00.000Z,"581","16",20,8,0
2024-01-28T00:00:00.000Z,"568","16",20,8,0
2024-01-29T00:00:00.000Z,"557","16",20,8,0
2024-01-30T00:00:00.000Z,"547","16",20,8,0
2024-01-31T00:00:00.000Z,"532","16",20,8,0
2024-02-01T00:00:00.000Z,"522","16",20,8,0
2024-02-02T00:00:00.000Z,"515","16",20,8,0
2024-02-03T00:00:00.000Z,"484","16",20,8,0
2024-02-04T00:00:00.000Z,"473","16",20,8,0
2024-02-05T00:00:00.000Z,"466","16",20,8,0
2024-02-06T00:00:00.000Z,"433","16",20,8,0
2024-02-07T00:00:00.000Z,"430","16",20,8,0
2024-02-08T00:00:00.000Z,"459","16",20,8,0
2024-02-09T00:00:00.000Z,"549","16",20,8,0
2024-02-10T00:00:00.000Z,"599","16",20,8,0
2024-02-11T00:00:00.000Z,"616","16",20,8,0
2024-02-12T00:00:00.000Z,"699","16",20,8,0
2024-02-13T00:00:00.000Z,"695","16",20,8,0
2024-02-14T00:00:00.000Z,"656","16",20,8,0
2024-02-15T00:00:00.000Z,"649","16",20,8,0
2024-02-16T00:00:00.000Z,"637","16",20,8,0
2024-02-17T00:00:00.000Z,"626","16",20,8,0
2024-02-18T00:00:00.000Z,"627","16",20,8,0
2024-02-19T00:00:00.000Z,"621","16",20,8,0
2024-02-20T00:00:00.000Z,"596","16",20,8,0
2024-02-21T00:00:00.000Z,"578","16",20,8,0
2024-02-22T00:00:00.000Z,"629","16",20,8,0
2024-02-23T00:00:00.000Z,"849","16",20,8,0
2024-02-24T00:00:00.000Z,"970","16",20,8,0
2024-02-25T00:00:00.000Z,"948","16",20,8,0
2024-02-26T00:00:00.000Z,"898","16",20,8,0
2024-02-27T00:00:00.000Z,"946","16",20,8,0
2024-02-28T00:00:00.000Z,"987","16",20,8,0
2024-02-29T00:00:00.000Z,"1020","16",20,8,0
2024-03-01T00:00:00.000Z,"1010","16",20,8,0
2024-03-02T00:00:00.000Z,"1010","16",20,8,0
2024-03-03T00:00:00.000Z,"1040","16",20,8,0
2024-03-04T00:00:00.000Z,"1070","16",20,8,0
2024-03-05T00:00:00.000Z,"1130","16",20,8,0
2024-03-06T00:00:00.000Z,"1120","16",20,8,0
2024-03-07T00:00:00.000Z,"1040","16",20,8,0
2024-03-08T00:00:00.000Z,"938","16",20,8,0
2024-03-09T00:00:00.000Z,"868","16",20,8,0
2024-03-10T00:00:00.000Z,"809","16",20,8,0
2024-03-11T00:00:00.000Z,"836","16",20,8,0
2024-03-12T00:00:00.000Z,"891","16",20,8,0
2024-03-13T00:00:00.000Z,"917","16",20,8,0
2024-03-14T00:00:00.000Z,"928","16",20,8,0
2024-03-15T00:00:00.000Z,"806","16",20,8,0
2024-03-16T00:00:00.000Z,"740","16",20,8,0
2024-03-17T00:00:00.000Z,"723","16",20,8,0
2024-03-18T00:00:00.000Z,"682","16",20,8,0
2024-03-19T00:00:00.000Z,"663","16",20,8,0
2024-03-20T00:00:00.000Z,"683","16",20,8,0
2024-03-21T00:00:00.000Z,"690","16",20,8,0
2024-03-22T00:00:00.000Z,"640","16",20,8,0
2024-03-23T00:00:00.000Z,"629","16",20,8,0
2024-03-24T00:00:00.000Z,"601","16",20,8,0
2024-03-25T00:00:00.000Z,"577","16",20,8,0
2024-03-26T00:00:00.000Z,"569","16",20,8,0
2024-03-27T00:00:00.000Z,"566","16",20,8,0
2024-03-28T00:00:00.000Z,"556","16",20,8,0
2024-03-29T00:00:00.000Z,"556","16",20,8,0
2024-03-30T00:00:00.000Z,"649","16",20,8,0
2024-03-31T00:00:00.000Z,"770","16",20,8,0
2024-04-01T00:00:00.000Z,"796","16",20,8,0
2024-04-02T00:00:00.000Z,"837","16",20,8,0
2024-04-03T00:00:00.000Z,"892","16",20,8,0
2024-04-04T00:00:00.000Z,"997","16",20,8,0
2024-04-05T00:00:00.000Z,"1150","16",20,8,0
2024-04-06T00:00:00.000Z,"1190","16",20,8,0
2024-04-07T00:00:00.000Z,"1040","16",20,8,0
2024-04-08T00:00:00.000Z,"896","16",20,8,0
2024-04-09T00:00:00.000Z,"876","16",20,8,0
2024-04-10T00:00:00.000Z,"932","16",20,8,0
2024-04-11T00:00:00.000Z,"928","16",20,8,0
2024-04-12T00:00:00.000Z,"891","16",20,8,0
2024-04-13T00:00:00.000Z,"829","16",20,8,0
2024-04-14T00:00:00.000Z,"798","16",20,8,0
2024-04-15T00:00:00.000Z,"735","16",20,8,0
2024-04-16T00:00:00.000Z,"692","16",20,8,0
2024-04-17T00:00:00.000Z,"636","16",20,8,0
2024-04-18T00:00:00.000Z,"616","16",20,8,0
2024-04-19T00:00:00.000Z,"583","16",20,8,0
2024-04-20T00:00:00.000Z,"569","16",20,8,0
2024-04-21T00:00:00.000Z,"547","16",20,8,0
2024-04-22T00:00:00.000Z,"513","16",20,8,0
2024-04-23T00:00:00.000Z,"501","16",20,8,0
2024-04-24T00:00:00.000Z,"484","16",20,8,0
2024-04-25T00:00:00.000Z,"457","16",20,8,0
2024-04-26T00:00:00.000Z,"420","16",20,8,0
2024-04-27T00:00:00.000Z,"417","16",20,8,0
2024-04-28T00:00:00.000Z,"413","16",20,8,0
2024-04-29T00:00:00.000Z,"397","16",20,8,0
2024-04-30T00:00:00.000Z,"361","16",20,8,0
2024-05-01T00:00:00.000Z,"360","16",20,8,0
2024-05-02T00:00:00.000Z,"414","16",20,8,0
2024-05-03T00:00:00.000Z,"422","16",20,8,0
2024-05-04T00:00:00.000Z,"430","16",20,8,0
2024-05-05T00:00:00.000Z,"435","16",20,8,0
2024-05-06T00:00:00.000Z,"535","16",20,8,0
2024-05-07T00:00:00.000Z,"571","16",20,8,0
2024-05-08T00:00:00.000Z,"651","16",20,8,0
2024-05-09T00:00:00.000Z,"682","16",20,8,0
2024-05-10T00:00:00.000Z,"686","16",20,8,0
2024-05-11T00:00:00.000Z,"631","16",20,8,0
2024-05-12T00:00:00.000Z,"602","16",20,8,0
2024-05-13T00:00:00.000Z,"606","16",20,8,0
2024-05-14T00:00:00.000Z,"629","16",20,8,0
2024-05-15T00:00:00.000Z,"617","16",20,8,0
2024-05-16T00:00:00.000Z,"603","16",20,8,0
2024-05-17T00:00:00.000Z,"601","16",20,8,0
2024-05-18T00:00:00.000Z,"590","16",20,8,0
2024-05-19T00:00:00.000Z,"576","16",20,8,0
2024-05-20T00:00:00.000Z,"555","16",20,8,0
2024-05-21T00:00:00.000Z,"549","16",20,8,0
2024-05-22T00:00:00.000Z,"579","16",20,8,0
2024-05-23T00:00:00.000Z,"562","16",20,8,0
2024-05-24T00:00:00.000Z,"529","16",20,8,0
2024-05-25T00:00:00.000Z,"528","16",20,8,0
2024-05-26T00:00:00.000Z,"494","16",20,8,0
2024-05-27T00:00:00.000Z,"460","16",20,8,0
2024-05-28T00:00:00.000Z,"426","16",20,8,0
2024-05-29T00:00:00.000Z,"438","16",20,8,0
2024-05-30T00:00:00.000Z,"443","16",20,8,0
2024-05-31T00:00:00.000Z,"459","16",20,8,0
2024-06-01T00:00:00.000Z,"466","16",20,8,0
2024-06-02T00:00:00.000Z,"453","16",20,8,0
2024-06-03T00:00:00.000Z,"456","16",20,8,0
2024-06-04T00:00:00.000Z,"442","16",20,8,0
2024-06-05T00:00:00.000Z,"408","16",20,8,0
2024-06-06T00:00:00.000Z,"386","16",20,8,0
2024-06-07T00:00:00.000Z,"355","16",20,8,0
2024-06-08T00:00:00.000Z,"337","16",20,8,0
2024-06-09T00:00:00.000Z,"330","16",20,8,0
2024-06-10T00:00:00.000Z,"304","16",20,8,0
2024-06-11T00:00:00.000Z,"303","16",20,8,0
2024-06-12T00:00:00.000Z,"288","16",20,8,0
2024-06-13T00:00:00.000Z,"285","16",20,8,0
2024-06-14T00:00:00.000Z,"266","16",20,8,0
2024-06-15T00:00:00.000Z,"263","16",20,8,0
2024-06-16T00:00:00.000Z,"277","16",20,8,0
2024-06-17T00:00:00.000Z,"280","16",20,8,0
2024-06-18T00:00:00.000Z,"304","16",20,8,0
2024-06-19T00:00:00.000Z,"309","16",20,8,0
2024-06-20T00:00:00.000Z,"344","16",20,8,0
2024-06-21T00:00:00.000Z,"498","16",20,8,0
2024-06-22T00:00:00.000Z,"599","16",20,8,0
2024-06-23T00:00:00.000Z,"645","16",20,8,0
2024-06-24T00:00:00.000Z,"620","16",20,8,0
2024-06-25T00:00:00.000Z,"563","16",20,8,0
2024-06-26T00:00:00.000Z,"490","16",20,8,0
2024-06-27T00:00:00.000Z,"444","16",20,8,0
2024-06-28T00:00:00.000Z,"418","16",20,8,0
2024-06-29T00:00:00.000Z,"393","16",20,8,0
2024-06-30T00:00:00.000Z,"402","16",20,8,0
2024-07-01T00:00:00.000Z,"479","16",20,8,0
2024-07-02T00:00:00.000Z,"538","16",20,8,0
2024-07-03T00:00:00.000Z,"539","16",20,8,0
2024-07-04T00:00:00.000Z,"514","16",20,8,0
2024-07-05T00:00:00.000Z,"502","16",20,8,0
2024-07-06T00:00:00.000Z,"497","16",20,8,0
2024-07-07T00:00:00.000Z,"491","16",20,8,0
2024-07-08T00:00:00.000Z,"480","16",20,8,0
2024-07-09T00:00:00.000Z,"476","16",20,8,0
2024-07-10T00:00:00.000Z,"469","16",20,8,0
2024-07-11T00:00:00.000Z,"448","16",20,8,0
2024-07-12T00:00:00.000Z,"511","16",20,8,0
2024-07-13T00:00:00.000Z,"498","16",20,8,0
2024-07-14T00:00:00.000Z,"498","16",20,8,0
2024-07-15T00:00:00.000Z,"448","16",20,8,0
2024-07-16T00:00:00.000Z,"405","16",20,8,0
2024-07-17T00:00:00.000Z,"395","16",20,8,0
2024-07-18T00:00:00.000Z,"369","16",20,8,0
2024-07-19T00:00:00.000Z,"336","16",20,8,0
2024-07-20T00:00:00.000Z,"333","16",20,8,0
2024-07-21T00:00:00.000Z,"367","16",20,8,0
2024-07-22T00:00:00.000Z,"379","16",20,8,0
2024-07-23T00:00:00.000Z,"380","16",20,8,0
2024-07-24T00:00:00.000Z,"341","16",20,8,0
2024-07-25T00:00:00.000Z,"351","16",20,8,0
2024-07-26T00:00:00.000Z,"346","16",20,8,0
2024-07-27T00:00:00.000Z,"363","16",20,8,0
2024-07-28T00:00:00.000Z,"408","16",20,8,0
2024-07-29T00:00:00.000Z,"404","16",20,8,0
2024-07-30T00:00:00.000Z,"329","16",20,8,0
2024-07-31T00:00:00.000Z,"310","16",20,8,0
2024-08-01T00:00:00.000Z,"342","16",20,8,0
2024-08-02T00:00:00.000Z,"411","16",20,8,0
2024-08-03T00:00:00.000Z,"453","16",20,8,0
2024-08-04T00:00:00.000Z,"422","16",20,8,0
2024-08-05T00:00:00.000Z,"358","16",20,8,0
2024-08-06T00:00:00.000Z,"327","16",20,8,0
2024-08-07T00:00:00.000Z,"323","16",20,8,0
2024-08-08T00:00:00.000Z,"304","16",20,8,0
2024-08-09T00:00:00.000Z,"301","16",20,8,0
2024-08-10T00:00:00.000Z,"301","16",20,8,0
2024-08-11T00:00:00.000Z,"300","16",20,8,0
2024-08-12T00:00:00.000Z,"301","16",20,8,0
2024-08-13T00:00:00.000Z,"293","16",20,8,0
2024-08-14T00:00:00.000Z,"304","16",20,8,0
2024-08-15T00:00:00.000Z,"301","16",20,8,0
2024-08-16T00:00:00.000Z,"292","16",20,8,0
2024-08-17T00:00:00.000Z,"338","16",20,8,0
2024-08-18T00:00:00.000Z,"359","16",20,8,0
2024-08-19T00:00:00.000Z,"346","16",20,8,0
2024-08-20T00:00:00.000Z,"337","16",20,8,0
2024-08-21T00:00:00.000Z,"323","16",20,8,0
2024-08-22T00:00:00.000Z,"288","16",20,8,0
2024-08-23T00:00:00.000Z,"271","16",20,8,0
2024-08-24T00:00:00.000Z,"259","16",20,8,0
2024-08-25T00:00:00.000Z,"250","16",20,8,0
2024-08-26T00:00:00.000Z,"229","16",20,8,0
2024-08-27T00:00:00.000Z,"213","16",20,8,0
2024-08-28T00:00:00.000Z,"233","16",20,8,0
2024-08-29T00:00:00.000Z,"218","16",20,8,0
2024-08-30T00:00:00.000Z,"231","16",20,8,0
2024-08-31T00:00:00.000Z,"204","16",20,8,0
2024-09-01T00:00:00.000Z,"222","16",20,8,0
2024-09-02T00:00:00.000Z,"217","16",20,8,0
2024-09-03T00:00:00.000Z,"199","16",20,8,0
2024-09-04T00:00:00.000Z,"201","16",20,8,0
2024-09-05T00:00:00.000Z,"341","16",20,8,0
2024-09-06T00:00:00.000Z,"395","16",20,8,0
2024-09-07T00:00:00.000Z,"351","16",20,8,0
2024-09-08T00:00:00.000Z,"332","16",20,8,0
2024-09-09T00:00:00.000Z,"331","16",20,8,0
2024-09-10T00:00:00.000Z,"320","16",20,8,0
2024-09-11T00:00:00.000Z,"318","16",20,8,0
2024-09-12T00:00:00.000Z,"313","16",20,8,0
2024-09-13T00:00:00.000Z,"316","16",20,8,0
2024-09-14T00:00:00.000Z,"310","16",20,8,0
2024-09-15T00:00:00.000Z,"312","16",20,8,0
2024-09-16T00:00:00.000Z,"304","16",20,8,0
2024-09-17T00:00:00.000Z,"291","16",20,8,0
2024-09-18T00:00:00.000Z,"295","16",20,8,0
2024-09-19T00:00:00.000Z,"289","16",20,8,0
2024-09-20T00:00:00.000Z,"278","16",20,8,0
2024-09-21T00:00:00.000Z,"278","16",20,8,0
2024-09-22T00:00:00.000Z,"279","16",20,8,0
2024-09-23T00:00:00.000Z,"288","16",20,8,0
2024-09-24T00:00:00.000Z,"289","16",20,8,0
2024-09-25T00:00:00.000Z,"308","16",20,8,0
2024-09-26T00:00:00.000Z,"469","16",20,8,0
2024-09-27T00:00:00.000Z,"576","16",20,8,0
2024-09-28T00:00:00.000Z,"589","16",20,8,0
2024-09-29T00:00:00.000Z,"494","16",20,8,0
2024-09-30T00:00:00.000Z,"438","16",20,8,0
2024-10-01T00:00:00.000Z,"411","16",20,8,0
2024-10-02T00:00:00.000Z,"381","16",20,8,0
2024-10-03T00:00:00.000Z,"388","16",20,8,0
2024-10-04T00:00:00.000Z,"401","16",20,8,0
2024-10-05T00:00:00.000Z,"385","16",20,8,0
2024-10-06T00:00:00.000Z,"376","16",20,8,0
2024-10-07T00:00:00.000Z,"375","16",20,8,0
2024-10-08T00:00:00.000Z,"397","16",20,8,0
2024-10-09T00:00:00.000Z,"569","16",20,8,0
2024-10-10T00:00:00.000Z,"819","16",20,8,0
2024-10-11T00:00:00.000Z,"928","16",20,8,0
2024-10-12T00:00:00.000Z,"956","16",20,8,0
2024-10-13T00:00:00.000Z,"816","16",20,8,0
2024-10-14T00:00:00.000Z,"685","16",20,8,0
2024-10-15T00:00:00.000Z,"619","16",20,8,0
2024-10-16T00:00:00.000Z,"596","16",20,8,0
2024-10-17T00:00:00.000Z,"587","16",20,8,0
2024-10-18T00:00:00.000Z,"599","16",20,8,0
2024-10-19T00:00:00.000Z,"636","16",20,8,0
2024-10-20T00:00:00.000Z,"620","16",20,8,0
2024-10-21T00:00:00.000Z,"582","16",20,8,0
2024-10-22T00:00:00.000Z,"513","16",20,8,0
2024-10-23T00:00:00.000Z,"494","16",20,8,0
2024-10-24T00:00:00.000Z,"469","16",20,8,0
2024-10-25T00:00:00.000Z,"431","16",20,8,0
2024-10-26T00:00:00.000Z,"453","16",20,8,0
2024-10-27T00:00:00.000Z,"450","16",20,8,0
2024-10-28T00:00:00.000Z,"427","16",20,8,0
2024-10-29T00:00:00.000Z,"420","16",20,8,0
2024-10-30T00:00:00.000Z,"410","16",20,8,0
2024-10-31T00:00:00.000Z,"395","16",20,8,0
2024-11-01T00:00:00.000Z,"384","16",20,8,0
2024-11-02T00:00:00.000Z,"376","16",20,8,0
2024-11-03T00:00:00.000Z,"355","16",20,8,0
2024-11-04T00:00:00.000Z,"335","16",20,8,0
2024-11-05T00:00:00.000Z,"335","16",20,8,0
2024-11-06T00:00:00.000Z,"323","16",20,8,0
2024-11-07T00:00:00.000Z,"320","16",20,8,0
2024-11-08T00:00:00.000Z,"310","16",20,8,0
2024-11-09T00:00:00.000Z,"302","16",20,8,0
2024-11-10T00:00:00.000Z,"304","16",20,8,0
2024-11-11T00:00:00.000Z,"302","16",20,8,0
2024-11-12T00:00:00.000Z,"276","16",20,8,0
2024-11-13T00:00:00.000Z,"260","16",20,8,0
2024-11-14T00:00:00.000Z,"259","16",20,8,0
2024-11-15T00:00:00.000Z,"259","16",20,8,0
2024-11-16T00:00:00.000Z,"228","16",20,8,0
2024-11-17T00:00:00.000Z,"240","16",20,8,0
2024-11-18T00:00:00.000Z,"239","16",20,8,0
2024-11-19T00:00:00.000Z,"265","16",20,8,0
2024-11-20T00:00:00.000Z,"345","16",20,8,0
2024-11-21T00:00:00.000Z,"473","16",20,8,0
2024-11-22T00:00:00.000Z,"488","16",20,8,0
2024-11-23T00:00:00.000Z,"537","16",20,8,0
2024-11-24T00:00:00.000Z,"554","16",20,8,0
2024-11-25T00:00:00.000Z,"548","16",20,8,0
2024-11-26T00:00:00.000Z,"528","16",20,8,0
2024-11-27T00:00:00.000Z,"541","16",20,8,0
2024-11-28T00:00:00.000Z,"568","16",20,8,0
2024-11-29T00:00:00.000Z,"571","16",20,8,0
2024-11-30T00:00:00.000Z,"532","16",20,8,0
2024-12-01T00:00:00.000Z,"511","16",20,8,0
2024-12-02T00:00:00.000Z,"506","16",20,8,0
2024-12-03T00:00:00.000Z,"494","16",20,8,0
2024-12-04T00:00:00.000Z,"477","16",20,8,0
2024-12-05T00:00:00.000Z,"463","16",20,8,0
2024-12-06T00:00:00.000Z,"468","16",20,8,0
2024-12-07T00:00:00.000Z,"533","16",20,8,0
2024-12-08T00:00:00.000Z,"615","16",20,8,0
2024-12-09T00:00:00.000Z,"728","16",20,8,0
2024-12-10T00:00:00.000Z,"782","16",20,8,0
2024-12-11T00:00:00.000Z,"754","16",20,8,0
2024-12-12T00:00:00.000Z,"722","16",20,8,0
2024-12-13T00:00:00.000Z,"681","16",20,8,0
2024-12-14T00:00:00.000Z,"648","16",20,8,0
2024-12-15T00:00:00.000Z,"634","16",20,8,0
2024-12-16T00:00:00.000Z,"615","16",20,8,0
2024-12-17T00:00:00.000Z,"600","16",20,8,0
2024-12-18T00:00:00.000Z,"584","16",20,8,0
2024-12-19T00:00:00.000Z,"558","16",20,8,0
2024-12-20T00:00:00.000Z,"545","16",20,8,0
2024-12-21T00:00:00.000Z,"559","16",20,8,0
2024-12-22T00:00:00.000Z,"632","16",20,8,0
2024-12-23T00:00:00.000Z,"754","16",20,8,0
2024-12-24T00:00:00.000Z,"800","16",20,8,0
2024-12-25T00:00:00.000Z,"772","16",20,8,0
2024-12-26T00:00:00.000Z,"746","16",20,8,0
2024-12-27T00:00:00.000Z,"701","16",20,8,0
2024-12-28T00:00:00.000Z,"685","16",20,8,0
2024-12-29T00:00:00.000Z,"682","16",20,8,0
2024-12-30T00:00:00.000Z,"679","16",20,8,0
2024-12-31T00:00:00.000Z,"673","16",20,8,0
2025-01-01T00:00:00.000Z,"665","16",20,8,0
2025-01-02T00:00:00.000Z,"707","16",20,8,0
2025-01-03T00:00:00.000Z,"798","16",20,8,0
2025-01-04T00:00:00.000Z,"830","16",20,8,0
2025-01-05T00:00:00.000Z,"822","16",20,8,0
2025-01-06T00:00:00.000Z,"919","16",20,8,0
2025-01-07T00:00:00.000Z,"956","16",20,8,0
2025-01-08T00:00:00.000Z,"911","16",20,8,0
2025-01-09T00:00:00.000Z,"950","12",20,8,0
2025-01-10T00:00:00.000Z,"1050","12",20,10,0
2025-01-11T00:00:00.000Z,"1080","12",20,10,0
2025-01-12T00:00:00.000Z,"1030","12",20,10,0
2025-01-13T00:00:00.000Z,"953","12",20,10,0
2025-01-14T00:00:00.000Z,"900","12",20,10,0
2025-01-15T00:00:00.000Z,"888","12",20,10,0
2025-01-16T00:00:00.000Z,"815","12",20,10,0
