"Date (TU)","Valeur (en m³/s)","Statut","Qualification","Méthode","Continuité"
2022-05-06T00:00:00.000Z,"155","16",20,10,0
2022-05-07T00:00:00.000Z,"155","16",20,10,0
2022-05-08T00:00:00.000Z,"151","16",20,10,0
2022-05-09T00:00:00.000Z,"144","16",20,10,0
2022-05-10T00:00:00.000Z,"140","16",20,10,0
2022-05-11T00:00:00.000Z,"133","16",20,10,0
2022-05-12T00:00:00.000Z,"130","16",20,10,0
2022-05-13T00:00:00.000Z,"128","16",20,10,0
2022-05-14T00:00:00.000Z,"119","16",20,10,0
2022-05-15T00:00:00.000Z,"125","16",20,10,0
2022-05-16T00:00:00.000Z,"135","16",20,10,0
2022-05-17T00:00:00.000Z,"124","16",20,10,0
2022-05-18T00:00:00.000Z,"120","16",20,10,0
2022-05-19T00:00:00.000Z,"116","16",20,10,0
2022-05-20T00:00:00.000Z,"111","16",20,10,0
2022-05-21T00:00:00.000Z,"116","16",20,10,0
2022-05-22T00:00:00.000Z,"113","16",20,10,0
2022-05-23T00:00:00.000Z,"117","16",20,10,0
2022-05-24T00:00:00.000Z,"118","16",20,10,0
2022-05-25T00:00:00.000Z,"113","16",20,10,0
2022-05-26T00:00:00.000Z,"112","16",20,10,0
2022-05-27T00:00:00.000Z,"106","16",20,10,0
2022-05-28T00:00:00.000Z,"108","16",20,10,0
2022-05-29T00:00:00.000Z,"104","16",20,10,0
2022-05-30T00:00:00.000Z,"108","16",20,10,0
2022-05-31T00:00:00.000Z,"99.2","16",20,10,0
2022-06-01T00:00:00.000Z,"95.1","16",20,10,0
2022-06-02T00:00:00.000Z,"90.5","16",20,10,0
2022-06-03T00:00:00.000Z,"97.4","16",20,10,0
2022-06-04T00:00:00.000Z,"137","16",20,10,0
2022-06-05T00:00:00.000Z,"148","16",20,10,0
2022-06-06T00:00:00.000Z,"124","16",20,10,0
2022-06-07T00:00:00.000Z,"121","16",20,10,0
2022-06-08T00:00:00.000Z,"146","16",20,10,0
2022-06-09T00:00:00.000Z,"132","16",20,10,0
2022-06-10T00:00:00.000Z,"129","16",20,10,0
2022-06-11T00:00:00.000Z,"113","16",20,10,0
2022-06-12T00:00:00.000Z,"105","16",20,10,0
2022-06-13T00:00:00.000Z,"104","16",20,10,0
2022-06-14T00:00:00.000Z,"92.6","16",20,10,0
2022-06-15T00:00:00.000Z,"101","16",20,10,0
2022-06-16T00:00:00.000Z,"91.3","16",20,10,0
2022-06-17T00:00:00.000Z,"83.4","16",20,10,0
2022-06-18T00:00:00.000Z,"77.4","16",20,10,0
2022-06-19T00:00:00.000Z,"80.4","16",20,10,0
2022-06-20T00:00:00.000Z,"122","16",20,10,0
2022-06-21T00:00:00.000Z,"103","16",20,10,0
2022-06-22T00:00:00.000Z,"111","16",20,10,0
2022-06-23T00:00:00.000Z,"116","16",20,10,0
2022-06-24T00:00:00.000Z,"122","16",20,10,0
2022-06-25T00:00:00.000Z,"105","16",20,10,0
2022-06-26T00:00:00.000Z,"119","16",20,10,0
2022-06-27T00:00:00.000Z,"112","16",20,10,0
2022-06-28T00:00:00.000Z,"107","16",20,10,0
2022-06-29T00:00:00.000Z,"104","16",20,10,0
2022-06-30T00:00:00.000Z,"137","16",20,10,0
2022-07-01T00:00:00.000Z,"138","16",20,10,0
2022-07-02T00:00:00.000Z,"129","16",20,10,0
2022-07-03T00:00:00.000Z,"122","16",20,10,0
2022-07-04T00:00:00.000Z,"110","16",20,10,0
2022-07-05T00:00:00.000Z,"99.0","16",20,10,0
2022-07-06T00:00:00.000Z,"97.8","16",20,10,0
2022-07-07T00:00:00.000Z,"96.6","16",20,10,0
2022-07-08T00:00:00.000Z,"96.5","16",20,10,0
2022-07-09T00:00:00.000Z,"90.9","16",20,10,0
2022-07-10T00:00:00.000Z,"92.2","16",20,10,0
2022-07-11T00:00:00.000Z,"89.5","16",20,10,0
2022-07-12T00:00:00.000Z,"89.0","16",20,10,0
2022-07-13T00:00:00.000Z,"84.3","16",20,10,0
2022-07-14T00:00:00.000Z,"81.3","16",20,10,0
2022-07-15T00:00:00.000Z,"84.6","16",20,10,0
2022-07-16T00:00:00.000Z,"77.7","16",20,10,0
2022-07-17T00:00:00.000Z,"74.6","16",20,10,0
2022-07-18T00:00:00.000Z,"74.5","16",20,10,0
2022-07-19T00:00:00.000Z,"75.5","16",20,10,0
2022-07-20T00:00:00.000Z,"87.6","16",20,10,0
2022-07-21T00:00:00.000Z,"88.8","16",20,10,0
2022-07-22T00:00:00.000Z,"83.8","16",20,10,0
2022-07-23T00:00:00.000Z,"82.1","16",20,10,0
2022-07-24T00:00:00.000Z,"86.4","16",20,10,0
2022-07-25T00:00:00.000Z,"90.7","16",20,10,0
2022-07-26T00:00:00.000Z,"77.7","16",20,10,0
2022-07-27T00:00:00.000Z,"82.1","16",20,10,0
2022-07-28T00:00:00.000Z,"87.2","16",20,10,0
2022-07-29T00:00:00.000Z,"80.3","16",20,10,0
2022-07-30T00:00:00.000Z,"84.6","16",20,10,0
2022-07-31T00:00:00.000Z,"81.1","16",20,10,0
2022-08-01T00:00:00.000Z,"85.8","16",20,8,0
2022-08-02T00:00:00.000Z,"82.8","16",20,8,0
2022-08-03T00:00:00.000Z,"81.5","16",20,8,0
2022-08-04T00:00:00.000Z,"84.6","16",20,8,0
2022-08-05T00:00:00.000Z,"97.1","16",20,8,0
2022-08-06T00:00:00.000Z,"88.2","16",20,8,0
2022-08-07T00:00:00.000Z,"87.2","16",20,8,0
2022-08-08T00:00:00.000Z,"86.1","16",20,8,0
2022-08-09T00:00:00.000Z,"85.2","16",20,8,0
2022-08-10T00:00:00.000Z,"85.4","16",20,8,0
2022-08-11T00:00:00.000Z,"81.5","16",20,8,0
2022-08-12T00:00:00.000Z,"81.1","16",20,8,0
2022-08-13T00:00:00.000Z,"81.4","16",20,8,0
2022-08-14T00:00:00.000Z,"85.8","16",20,8,0
2022-08-15T00:00:00.000Z,"99.8","16",20,8,0
2022-08-16T00:00:00.000Z,"119","16",20,8,0
2022-08-17T00:00:00.000Z,"121","16",20,8,0
2022-08-18T00:00:00.000Z,"110","16",20,8,0
2022-08-19T00:00:00.000Z,"103","16",20,8,0
2022-08-20T00:00:00.000Z,"99.5","16",20,8,0
2022-08-21T00:00:00.000Z,"99.8","16",20,8,0
2022-08-22T00:00:00.000Z,"101","16",20,8,0
2022-08-23T00:00:00.000Z,"97.7","16",20,10,0
2022-08-24T00:00:00.000Z,"98.4","16",20,10,0
2022-08-25T00:00:00.000Z,"95.9","16",20,10,0
2022-08-26T00:00:00.000Z,"94.4","16",20,10,0
2022-08-27T00:00:00.000Z,"98.4","16",20,10,0
2022-08-28T00:00:00.000Z,"85.5","16",20,10,0
2022-08-29T00:00:00.000Z,"93.7","16",20,10,0
2022-08-30T00:00:00.000Z,"85.8","16",20,10,0
2022-08-31T00:00:00.000Z,"81.4","16",20,10,0
2022-09-01T00:00:00.000Z,"87.7","16",20,10,0
2022-09-02T00:00:00.000Z,"97.8","16",20,10,0
2022-09-03T00:00:00.000Z,"91.1","16",20,10,0
2022-09-04T00:00:00.000Z,"89.0","16",20,10,0
2022-09-05T00:00:00.000Z,"91.1","16",20,10,0
2022-09-06T00:00:00.000Z,"90.4","16",20,10,0
2022-09-07T00:00:00.000Z,"88.3","16",20,10,0
2022-09-08T00:00:00.000Z,"104","16",20,10,0
2022-09-09T00:00:00.000Z,"112","16",20,10,0
2022-09-10T00:00:00.000Z,"130","16",20,10,0
2022-09-11T00:00:00.000Z,"110","16",20,10,0
2022-09-12T00:00:00.000Z,"101","16",20,10,0
2022-09-13T00:00:00.000Z,"107","16",20,10,0
2022-09-14T00:00:00.000Z,"105","16",20,10,0
2022-09-15T00:00:00.000Z,"105","16",20,10,0
2022-09-16T00:00:00.000Z,"107","16",20,10,0
2022-09-17T00:00:00.000Z,"110","16",20,10,0
2022-09-18T00:00:00.000Z,"105","16",20,10,0
2022-09-19T00:00:00.000Z,"106","16",20,10,0
2022-09-20T00:00:00.000Z,"105","16",20,10,0
2022-09-21T00:00:00.000Z,"106","16",20,10,0
2022-09-22T00:00:00.000Z,"109","16",20,10,0
2022-09-23T00:00:00.000Z,"108","16",20,10,0
2022-09-24T00:00:00.000Z,"111","16",20,10,0
2022-09-25T00:00:00.000Z,"108","16",20,10,0
2022-09-26T00:00:00.000Z,"119","16",20,10,0
2022-09-27T00:00:00.000Z,"120","16",20,10,0
2022-09-28T00:00:00.000Z,"116","16",20,10,0
2022-09-29T00:00:00.000Z,"146","16",20,10,0
2022-09-30T00:00:00.000Z,"119","16",20,10,0
2022-10-01T00:00:00.000Z,"125","16",20,10,0
2022-10-02T00:00:00.000Z,"132","16",20,10,0
2022-10-03T00:00:00.000Z,"134","16",20,10,0
2022-10-04T00:00:00.000Z,"137","16",20,10,0
2022-10-05T00:00:00.000Z,"147","16",20,10,0
2022-10-06T00:00:00.000Z,"138","16",20,10,0
2022-10-07T00:00:00.000Z,"138","16",20,10,0
2022-10-08T00:00:00.000Z,"138","16",20,10,0
2022-10-09T00:00:00.000Z,"134","16",20,10,0
2022-10-10T00:00:00.000Z,"141","16",20,10,0
2022-10-11T00:00:00.000Z,"167","16",20,10,0
2022-10-12T00:00:00.000Z,"129","16",20,10,0
2022-10-13T00:00:00.000Z,"126","16",20,10,0
2022-10-14T00:00:00.000Z,"132","16",20,10,0
2022-10-15T00:00:00.000Z,"147","16",20,10,0
2022-10-16T00:00:00.000Z,"141","16",20,10,0
2022-10-17T00:00:00.000Z,"156","16",20,10,0
2022-10-18T00:00:00.000Z,"188","16",20,10,0
2022-10-19T00:00:00.000Z,"181","16",20,10,0
2022-10-20T00:00:00.000Z,"182","16",20,10,0
2022-10-21T00:00:00.000Z,"242","16",20,10,0
2022-10-22T00:00:00.000Z,"209","16",20,10,0
2022-10-23T00:00:00.000Z,"198","16",20,10,0
2022-10-24T00:00:00.000Z,"189","16",20,10,0
2022-10-25T00:00:00.000Z,"228","16",20,10,0
2022-10-26T00:00:00.000Z,"229","16",20,10,0
2022-10-27T00:00:00.000Z,"220","16",20,10,0
2022-10-28T00:00:00.000Z,"208","16",20,10,0
2022-10-29T00:00:00.000Z,"198","16",20,10,0
2022-10-30T00:00:00.000Z,"185","16",20,10,0
2022-10-31T00:00:00.000Z,"180","16",20,10,0
2022-11-01T00:00:00.000Z,"173","16",20,10,0
2022-11-02T00:00:00.000Z,"171","16",20,10,0
2022-11-03T00:00:00.000Z,"167","16",20,10,0
2022-11-04T00:00:00.000Z,"165","16",20,10,0
2022-11-05T00:00:00.000Z,"166","16",20,10,0
2022-11-06T00:00:00.000Z,"166","16",20,10,0
2022-11-07T00:00:00.000Z,"161","16",20,10,0
2022-11-08T00:00:00.000Z,"158","16",20,10,0
2022-11-09T00:00:00.000Z,"146","16",20,10,0
2022-11-10T00:00:00.000Z,"141","16",20,10,0
2022-11-11T00:00:00.000Z,"137","16",20,10,0
2022-11-12T00:00:00.000Z,"146","16",20,10,0
2022-11-13T00:00:00.000Z,"152","16",20,10,0
2022-11-14T00:00:00.000Z,"174","16",20,10,0
2022-11-15T00:00:00.000Z,"188","16",20,10,0
2022-11-16T00:00:00.000Z,"185","16",20,10,0
2022-11-17T00:00:00.000Z,"191","16",20,10,0
2022-11-18T00:00:00.000Z,"172","16",20,10,0
2022-11-19T00:00:00.000Z,"158","16",20,10,0
2022-11-20T00:00:00.000Z,"169","16",20,10,0
2022-11-21T00:00:00.000Z,"193","16",20,10,0
2022-11-22T00:00:00.000Z,"202","16",20,10,0
2022-11-23T00:00:00.000Z,"208","16",20,10,0
2022-11-24T00:00:00.000Z,"203","16",20,10,0
2022-11-25T00:00:00.000Z,"185","16",20,10,0
2022-11-26T00:00:00.000Z,"174","16",20,10,0
2022-11-27T00:00:00.000Z,"169","16",20,10,0
2022-11-28T00:00:00.000Z,"180","16",20,10,0
2022-11-29T00:00:00.000Z,"155","16",20,10,0
2022-11-30T00:00:00.000Z,"153","16",20,10,0
2022-12-01T00:00:00.000Z,"148","16",20,10,0
2022-12-02T00:00:00.000Z,"140","16",20,10,0
2022-12-03T00:00:00.000Z,"139","16",20,10,0
2022-12-04T00:00:00.000Z,"138","16",20,10,0
2022-12-05T00:00:00.000Z,"146","16",20,10,0
2022-12-06T00:00:00.000Z,"146","16",20,10,0
2022-12-07T00:00:00.000Z,"147","16",20,10,0
2022-12-08T00:00:00.000Z,"161","16",20,10,0
2022-12-09T00:00:00.000Z,"170","16",20,10,0
2022-12-10T00:00:00.000Z,"163","16",20,10,0
2022-12-11T00:00:00.000Z,"160","16",20,8,0
2022-12-12T00:00:00.000Z,"147","16",20,8,0
2022-12-13T00:00:00.000Z,"145","16",20,8,0
2022-12-14T00:00:00.000Z,"140","16",20,8,0
2022-12-15T00:00:00.000Z,"138","16",20,8,0
2022-12-16T00:00:00.000Z,"142","16",20,8,0
2022-12-17T00:00:00.000Z,"140","16",20,8,0
2022-12-18T00:00:00.000Z,"138","16",20,8,0
2022-12-19T00:00:00.000Z,"140","16",20,8,0
2022-12-20T00:00:00.000Z,"138","16",20,10,0
2022-12-21T00:00:00.000Z,"144","16",20,10,0
2022-12-22T00:00:00.000Z,"179","16",20,10,0
2022-12-23T00:00:00.000Z,"217","16",20,10,0
2022-12-24T00:00:00.000Z,"294","16",20,8,0
2022-12-25T00:00:00.000Z,"296","16",20,8,0
2022-12-26T00:00:00.000Z,"325","16",20,10,0
2022-12-27T00:00:00.000Z,"345","16",20,10,0
2022-12-28T00:00:00.000Z,"351","16",20,10,0
2022-12-29T00:00:00.000Z,"368","16",20,10,0
2022-12-30T00:00:00.000Z,"357","16",20,10,0
2022-12-31T00:00:00.000Z,"359","16",20,10,0
2023-01-01T00:00:00.000Z,"350","16",20,10,0
2023-01-02T00:00:00.000Z,"337","16",20,10,0
2023-01-03T00:00:00.000Z,"305","16",20,10,0
2023-01-04T00:00:00.000Z,"303","16",20,10,0
2023-01-05T00:00:00.000Z,"293","16",20,10,0
2023-01-06T00:00:00.000Z,"287","16",20,10,0
2023-01-07T00:00:00.000Z,"275","16",20,10,0
2023-01-08T00:00:00.000Z,"277","16",20,10,0
2023-01-09T00:00:00.000Z,"299","16",20,10,0
2023-01-10T00:00:00.000Z,"345","16",20,10,0
2023-01-11T00:00:00.000Z,"406","16",20,10,0
2023-01-12T00:00:00.000Z,"413","16",20,10,0
2023-01-13T00:00:00.000Z,"422","16",20,10,0
2023-01-14T00:00:00.000Z,"438","16",20,10,0
2023-01-15T00:00:00.000Z,"494","16",20,10,0
2023-01-16T00:00:00.000Z,"575","16",20,10,0
2023-01-17T00:00:00.000Z,"605","16",20,10,0
2023-01-18T00:00:00.000Z,"657","16",20,10,0
2023-01-19T00:00:00.000Z,"646","16",20,10,0
2023-01-20T00:00:00.000Z,"649","16",20,10,0
2023-01-21T00:00:00.000Z,"629","16",20,10,0
2023-01-22T00:00:00.000Z,"602","16",20,10,0
2023-01-23T00:00:00.000Z,"613","16",20,10,0
2023-01-24T00:00:00.000Z,"615","16",20,10,0
2023-01-25T00:00:00.000Z,"600","16",20,10,0
2023-01-26T00:00:00.000Z,"566","16",20,10,0
2023-01-27T00:00:00.000Z,"500","16",20,10,0
2023-01-28T00:00:00.000Z,"440","16",20,10,0
2023-01-29T00:00:00.000Z,"400","16",20,8,0
2023-01-30T00:00:00.000Z,"363","16",20,10,0
2023-01-31T00:00:00.000Z,"346","16",20,10,0
2023-02-01T00:00:00.000Z,"323","16",20,10,0
2023-02-02T00:00:00.000Z,"303","16",20,10,0
2023-02-03T00:00:00.000Z,"289","16",20,10,0
2023-02-04T00:00:00.000Z,"277","16",20,10,0
2023-02-05T00:00:00.000Z,"258","16",20,10,0
2023-02-06T00:00:00.000Z,"238","16",20,10,0
2023-02-07T00:00:00.000Z,"235","16",20,10,0
2023-02-08T00:00:00.000Z,"223","16",20,10,0
2023-02-09T00:00:00.000Z,"219","16",20,10,0
2023-02-10T00:00:00.000Z,"219","16",20,10,0
2023-02-11T00:00:00.000Z,"215","16",20,10,0
2023-02-12T00:00:00.000Z,"206","16",20,10,0
2023-02-13T00:00:00.000Z,"191","16",20,10,0
2023-02-14T00:00:00.000Z,"189","16",20,10,0
2023-02-15T00:00:00.000Z,"178","16",20,10,0
2023-02-16T00:00:00.000Z,"183","16",20,10,0
2023-02-17T00:00:00.000Z,"181","16",20,10,0
2023-02-18T00:00:00.000Z,"179","16",20,10,0
2023-02-19T00:00:00.000Z,"175","16",20,10,0
2023-02-20T00:00:00.000Z,"169","16",20,10,0
2023-02-21T00:00:00.000Z,"169","16",20,10,0
2023-02-22T00:00:00.000Z,"167","16",20,10,0
2023-02-23T00:00:00.000Z,"173","16",20,10,0
2023-02-24T00:00:00.000Z,"168","16",20,10,0
2023-02-25T00:00:00.000Z,"165","16",20,10,0
2023-02-26T00:00:00.000Z,"171","16",20,10,0
2023-02-27T00:00:00.000Z,"168","16",20,10,0
2023-02-28T00:00:00.000Z,"156","16",20,10,0
2023-03-01T00:00:00.000Z,"142","16",20,10,0
2023-03-02T00:00:00.000Z,"149","16",20,10,0
2023-03-03T00:00:00.000Z,"166","16",20,10,0
2023-03-04T00:00:00.000Z,"158","16",20,10,0
2023-03-05T00:00:00.000Z,"151","16",20,10,0
2023-03-06T00:00:00.000Z,"137","16",20,10,0
2023-03-07T00:00:00.000Z,"147","16",20,10,0
2023-03-08T00:00:00.000Z,"177","16",20,8,0
2023-03-09T00:00:00.000Z,"209","16",20,10,0
2023-03-10T00:00:00.000Z,"266","16",20,10,0
2023-03-11T00:00:00.000Z,"260","16",20,10,0
2023-03-12T00:00:00.000Z,"266","16",20,10,0
2023-03-13T00:00:00.000Z,"257","16",20,10,0
2023-03-14T00:00:00.000Z,"275","16",20,10,0
2023-03-15T00:00:00.000Z,"275","16",20,10,0
2023-03-16T00:00:00.000Z,"287","16",20,10,0
2023-03-17T00:00:00.000Z,"313","16",20,10,0
2023-03-18T00:00:00.000Z,"297","16",20,10,0
2023-03-19T00:00:00.000Z,"286","16",20,10,0
2023-03-20T00:00:00.000Z,"271","16",20,10,0
2023-03-21T00:00:00.000Z,"265","16",20,10,0
2023-03-22T00:00:00.000Z,"241","16",20,10,0
2023-03-23T00:00:00.000Z,"252","16",20,10,0
2023-03-24T00:00:00.000Z,"232","16",20,10,0
2023-03-25T00:00:00.000Z,"223","16",20,10,0
2023-03-26T00:00:00.000Z,"230","16",20,10,0
2023-03-27T00:00:00.000Z,"247","16",20,10,0
2023-03-28T00:00:00.000Z,"260","16",20,10,0
2023-03-29T00:00:00.000Z,"255","16",20,10,0
2023-03-30T00:00:00.000Z,"258","16",20,10,0
2023-03-31T00:00:00.000Z,"263","16",20,10,0
2023-04-01T00:00:00.000Z,"261","16",20,10,0
2023-04-02T00:00:00.000Z,"291","16",20,10,0
2023-04-03T00:00:00.000Z,"319","16",20,10,0
2023-04-04T00:00:00.000Z,"355","16",20,10,0
2023-04-05T00:00:00.000Z,"392","16",20,10,0
2023-04-06T00:00:00.000Z,"388","16",20,10,0
2023-04-07T00:00:00.000Z,"396","16",20,10,0
2023-04-08T00:00:00.000Z,"398","16",20,10,0
2023-04-09T00:00:00.000Z,"404","16",20,10,0
2023-04-10T00:00:00.000Z,"410","16",20,10,0
2023-04-11T00:00:00.000Z,"390","16",20,10,0
2023-04-12T00:00:00.000Z,"383","16",20,10,0
2023-04-13T00:00:00.000Z,"392","16",20,10,0
2023-04-14T00:00:00.000Z,"394","16",20,10,0
2023-04-15T00:00:00.000Z,"407","16",20,10,0
2023-04-16T00:00:00.000Z,"384","16",20,10,0
2023-04-17T00:00:00.000Z,"361","16",20,10,0
2023-04-18T00:00:00.000Z,"351","16",20,10,0
2023-04-19T00:00:00.000Z,"333","16",20,10,0
2023-04-20T00:00:00.000Z,"317","16",20,10,0
2023-04-21T00:00:00.000Z,"294","16",20,10,0
2023-04-22T00:00:00.000Z,"304","16",20,10,0
2023-04-23T00:00:00.000Z,"296","16",20,10,0
2023-04-24T00:00:00.000Z,"277","16",20,10,0
2023-04-25T00:00:00.000Z,"282","16",20,10,0
2023-04-26T00:00:00.000Z,"290","16",20,10,0
2023-04-27T00:00:00.000Z,"280","16",20,10,0
2023-04-28T00:00:00.000Z,"294","16",20,10,0
2023-04-29T00:00:00.000Z,"281","16",20,10,0
2023-04-30T00:00:00.000Z,"256","16",20,10,0
2023-05-01T00:00:00.000Z,"252","16",20,10,0
2023-05-02T00:00:00.000Z,"241","16",20,10,0
2023-05-03T00:00:00.000Z,"224","16",20,10,0
2023-05-04T00:00:00.000Z,"209","16",20,10,0
2023-05-05T00:00:00.000Z,"204","16",20,10,0
2023-05-06T00:00:00.000Z,"206","16",20,10,0
2023-05-07T00:00:00.000Z,"256","16",20,10,0
2023-05-08T00:00:00.000Z,"224","16",20,10,0
2023-05-09T00:00:00.000Z,"229","16",20,10,0
2023-05-10T00:00:00.000Z,"239","16",20,10,0
2023-05-11T00:00:00.000Z,"298","16",20,10,0
2023-05-12T00:00:00.000Z,"305","16",20,10,0
2023-05-13T00:00:00.000Z,"274","16",20,10,0
2023-05-14T00:00:00.000Z,"275","16",20,10,0
2023-05-15T00:00:00.000Z,"258","16",20,10,0
2023-05-16T00:00:00.000Z,"240","16",20,10,0
2023-05-17T00:00:00.000Z,"222","16",20,10,0
2023-05-18T00:00:00.000Z,"213","16",20,10,0
2023-05-19T00:00:00.000Z,"205","16",20,10,0
2023-05-20T00:00:00.000Z,"189","16",20,10,0
2023-05-21T00:00:00.000Z,"179","16",20,10,0
2023-05-22T00:00:00.000Z,"177","16",20,10,0
2023-05-23T00:00:00.000Z,"149","16",20,10,0
2023-05-24T00:00:00.000Z,"160","16",20,10,0
2023-05-25T00:00:00.000Z,"152","16",20,10,0
2023-05-26T00:00:00.000Z,"145","16",20,10,0
2023-05-27T00:00:00.000Z,"134","16",20,10,0
2023-05-28T00:00:00.000Z,"136","16",20,10,0
2023-05-29T00:00:00.000Z,"125","16",20,10,0
2023-05-30T00:00:00.000Z,"132","16",20,10,0
2023-05-31T00:00:00.000Z,"118","16",20,10,0
2023-06-01T00:00:00.000Z,"110","16",20,10,0
2023-06-02T00:00:00.000Z,"93.7","16",20,10,0
2023-06-03T00:00:00.000Z,"103","16",20,10,0
2023-06-04T00:00:00.000Z,"104","16",20,10,0
2023-06-05T00:00:00.000Z,"106","16",20,10,0
2023-06-06T00:00:00.000Z,"98.3","16",20,10,0
2023-06-07T00:00:00.000Z,"97.2","16",20,10,0
2023-06-08T00:00:00.000Z,"95.0","16",20,10,0
2023-06-09T00:00:00.000Z,"90.9","16",20,10,0
2023-06-10T00:00:00.000Z,"89.5","16",20,10,0
2023-06-11T00:00:00.000Z,"95.1","16",20,10,0
2023-06-12T00:00:00.000Z,"99.8","16",20,10,0
2023-06-13T00:00:00.000Z,"96.0","16",20,10,0
2023-06-14T00:00:00.000Z,"90.5","16",20,10,0
2023-06-15T00:00:00.000Z,"88.9","16",20,10,0
2023-06-16T00:00:00.000Z,"78.1","16",20,10,0
2023-06-17T00:00:00.000Z,"81.5","16",20,10,0
2023-06-18T00:00:00.000Z,"94.3","16",20,8,0
2023-06-19T00:00:00.000Z,"102","16",20,8,0
2023-06-20T00:00:00.000Z,"97.8","16",20,8,0
2023-06-21T00:00:00.000Z,"112","16",20,8,0
2023-06-22T00:00:00.000Z,"171","16",20,8,0
2023-06-23T00:00:00.000Z,"172","16",20,8,0
2023-06-24T00:00:00.000Z,"174","16",20,8,0
2023-06-25T00:00:00.000Z,"137","16",20,8,0
2023-06-26T00:00:00.000Z,"113","16",20,8,0
2023-06-27T00:00:00.000Z,"109","16",20,8,0
2023-06-28T00:00:00.000Z,"102","16",20,8,0
2023-06-29T00:00:00.000Z,"92.7","16",20,8,0
2023-06-30T00:00:00.000Z,"100","16",20,8,0
2023-07-01T00:00:00.000Z,"94.2","16",20,8,0
2023-07-02T00:00:00.000Z,"89.8","16",20,8,0
2023-07-03T00:00:00.000Z,"98.4","16",20,8,0
2023-07-04T00:00:00.000Z,"97.6","16",20,8,0
2023-07-05T00:00:00.000Z,"107","16",20,8,0
2023-07-06T00:00:00.000Z,"99.3","16",20,8,0
2023-07-07T00:00:00.000Z,"94.4","16",20,8,0
2023-07-08T00:00:00.000Z,"87.6","16",20,8,0
2023-07-09T00:00:00.000Z,"89.9","16",20,8,0
2023-07-10T00:00:00.000Z,"91.7","16",20,8,0
2023-07-11T00:00:00.000Z,"88.2","16",20,8,0
2023-07-12T00:00:00.000Z,"84.2","16",20,8,0
2023-07-13T00:00:00.000Z,"82.9","16",20,8,0
2023-07-14T00:00:00.000Z,"80.2","16",20,8,0
2023-07-15T00:00:00.000Z,"85.5","16",20,8,0
2023-07-16T00:00:00.000Z,"84.6","16",20,8,0
2023-07-17T00:00:00.000Z,"82.0","16",20,8,0
2023-07-18T00:00:00.000Z,"81.3","16",20,10,0
2023-07-19T00:00:00.000Z,"85.0","16",20,10,0
2023-07-20T00:00:00.000Z,"82.0","16",20,10,0
2023-07-21T00:00:00.000Z,"80.1","16",20,10,0
2023-07-22T00:00:00.000Z,"84.3","16",20,10,0
2023-07-23T00:00:00.000Z,"84.1","16",20,10,0
2023-07-24T00:00:00.000Z,"90.3","16",20,10,0
2023-07-25T00:00:00.000Z,"141","16",20,10,0
2023-07-26T00:00:00.000Z,"116","16",20,10,0
2023-07-27T00:00:00.000Z,"104","16",20,10,0
2023-07-28T00:00:00.000Z,"161","16",20,10,0
2023-07-29T00:00:00.000Z,"154","16",20,10,0
2023-07-30T00:00:00.000Z,"128","16",20,10,0
2023-07-31T00:00:00.000Z,"125","16",20,10,0
2023-08-01T00:00:00.000Z,"158","16",20,10,0
2023-08-02T00:00:00.000Z,"256","16",20,10,0
2023-08-03T00:00:00.000Z,"194","16",20,10,0
2023-08-04T00:00:00.000Z,"192","16",20,10,0
2023-08-05T00:00:00.000Z,"189","16",20,10,0
2023-08-06T00:00:00.000Z,"180","16",20,10,0
2023-08-07T00:00:00.000Z,"181","16",20,10,0
2023-08-08T00:00:00.000Z,"169","16",20,10,0
2023-08-09T00:00:00.000Z,"162","16",20,10,0
2023-08-10T00:00:00.000Z,"155","16",20,10,0
2023-08-11T00:00:00.000Z,"154","16",20,10,0
2023-08-12T00:00:00.000Z,"179","16",20,10,0
2023-08-13T00:00:00.000Z,"164","16",20,10,0
2023-08-14T00:00:00.000Z,"151","16",20,10,0
2023-08-15T00:00:00.000Z,"157","16",20,10,0
2023-08-16T00:00:00.000Z,"150","16",20,10,0
2023-08-17T00:00:00.000Z,"145","16",20,10,0
2023-08-18T00:00:00.000Z,"144","16",20,10,0
2023-08-19T00:00:00.000Z,"142","16",20,10,0
2023-08-20T00:00:00.000Z,"146","16",20,10,0
2023-08-21T00:00:00.000Z,"150","16",20,10,0
2023-08-22T00:00:00.000Z,"148","16",20,10,0
2023-08-23T00:00:00.000Z,"141","16",20,10,0
2023-08-24T00:00:00.000Z,"139","16",20,10,0
2023-08-25T00:00:00.000Z,"136","16",20,10,0
2023-08-26T00:00:00.000Z,"135","16",20,10,0
2023-08-27T00:00:00.000Z,"136","16",20,10,0
2023-08-28T00:00:00.000Z,"137","16",20,10,0
2023-08-29T00:00:00.000Z,"128","16",20,10,0
2023-08-30T00:00:00.000Z,"128","16",20,10,0
2023-08-31T00:00:00.000Z,"130","16",20,10,0
2023-09-01T00:00:00.000Z,"125","16",20,10,0
2023-09-02T00:00:00.000Z,"125","16",20,10,0
2023-09-03T00:00:00.000Z,"125","16",20,10,0
2023-09-04T00:00:00.000Z,"121","16",20,10,0
2023-09-05T00:00:00.000Z,"119","16",20,10,0
2023-09-06T00:00:00.000Z,"112","16",20,10,0
2023-09-07T00:00:00.000Z,"113","16",20,10,0
